关注人数,区域,单价,小区,已发布日,建成年份,建筑结构,总价,户型_厅,户型_室,朝向,标题,楼层,满二,满五,装修,近地铁,面积
16,小西天,91407,北三环中路40号院 ,60,1999,塔楼,535,1,1,东南,北三环新小区环境 北师大对面 看房方便 视野开阔,低楼层(共18层),False,True,简装,False,58.53
53,牡丹园,80830,华盛家园 ,60,2001,塔楼,635,1,2,东南,牡丹园 商品房社区 大两居 2001年钢混  满五年,底层(共24层),False,True,精装,True,78.56
52,白石桥,91650,中关村南大街40号 ,60,1992,塔楼,439,1,1,西北,国家图书馆＋紫竹院公园＋公积金贷款25年＋电梯,中楼层(共22层),True,False,精装,False,47.9
38,双榆树,89667,满庭芳园 ,60,1999,塔楼,820,1,2,东北,带电梯，精装修  拎包入住  交通便利,低楼层(共24层),True,False,精装,False,91.45
54,清河,66241,强佑清河新城 ,60,2009,板塔结合,435,1,2,东南,强佑清河新城东南向 电梯小两居,顶层(共22层),False,True,简装,False,65.67
22,苏州桥,108794,海淀南路30号院 ,30,1994,板楼,699,1,2,南 北,南北通透两居室 板楼中间层 不临街 空置有钥匙,高楼层(共7层),True,False,简装,False,64.25
134,清河,64953,宝盛里 ,30,2000,板楼,480,1,2,南 北,海淀宝盛里小区，南北通透，中间层，满五年唯一两居室,低楼层(共6层),False,True,简装,False,73.9
54,四季青,80232,金雅园 ,30,2002,板楼,720,1,2,南,四季青  金雅园  全南两居   带电梯,低楼层(共10层),True,False,简装,False,89.74
59,定慧寺,80342,八宝庄 ,30,1990,板楼,470,1,2,南 北,十号线西钓鱼台明厨明卫两居大卧室南向高层采光好,高楼层(共6层),False,True,简装,True,58.5
42,牡丹园,97311,牡丹园东里 ,240,1989,板楼,615,1,2,南 北,牡丹园东里南北两居室，满五年家庭名下无二套,低楼层(共6层),False,True,简装,True,63.2
16,五道口,89948,西王庄小区 ,30,1987,板楼,510,1,2,南,"全明格局南向两居,满五年一套住房,诚意出售",顶层(共6层),False,True,其他,True,56.7
24,皂君庙,88022,学院派 ,30,2009,塔楼,798,1,2,东南,2009年 中海地产 物业管理好 停车位充足,高楼层(共21层),True,False,简装,False,90.66
11,五道口,110403,华清嘉园 ,30,2001,塔楼,1108,1,2,西北,满五年家庭唯一，精装可拎包入住,高楼层(共19层),False,True,精装,False,100.36
154,甘家口,89869,首师大东校区 ,240,1999,板楼,479,1,2,东 西,首师大的校园内 满五年 环境好 不临街 价格可谈,顶层(共6层),False,True,精装,True,53.3
95,牡丹园,92427,塔院小区 ,210,1990,板楼,598,1,2,南 北,南北向⭐不临街⭐户型方正⭐无遮挡采光很好,高楼层(共6层),False,True,简装,True,64.7
14,公主坟,96360,普惠北里 ,30,1988,板楼,450,1,1,南,朝南向，全天采光，物业管理好。,顶层(共7层),False,True,简装,False,46.7
70,安宁庄,60846,丝绸厂宿舍 ,150,1987,板楼,331,1,2,南,全南向二居室采光好税费少适合居住,高楼层(共6层),False,True,简装,False,54.4
54,清河,68785,莱圳家园 ,150,2012,板楼,485,1,1,西,此房精装修，业主诚心出售，价格可谈，看房提前约。,高楼层(共16层),False,True,精装,False,70.51
13,世纪城,110643,垂虹园 ,30,2004,塔楼,630,1,1,西北,世纪城商品房一居室 高层新装修 视野宽阔 交通便利,低楼层(共18层),True,False,精装,True,56.94
47,西三旗,75719,金隅翡丽铂爵郡 ,150,2014,板楼,870,1,3,南 北,15年新小区，环境优美，人车分流，有钥匙，看房方便,底层(共6层),True,False,毛坯,False,114.9
34,学院路,82499,富润家园 ,150,2000,塔楼,733,1,2,东,富润家园满五年唯一正对小区里 不临街视野好,顶层(共18层),False,True,精装,True,88.85
24,西直门,97378,卫生部小区 ,30,1990,塔楼,620,1,2,南,卫生部小区有电梯双南向，精装两居室,顶层(共16层),False,True,简装,False,63.67
27,四季青,104167,农林科学院宿舍 ,120,1993,板楼,475,1,1,南,首层出行方便 南向16.8㎡阳光房  全明格局一居室,底层(共5层),False,True,简装,False,45.6
103,学院路,81713,北京林业大学校内 ,120,1995,板楼,353,1,1,南 北,学院路 林大家属区 365万南北一居 全明格局 看房方便,顶层(共6层),True,False,简装,True,43.2
51,苏州桥,103246,海淀南路 ,120,1989,塔楼,668,1,2,西南,海淀南路双南2居室 高层视野采光棒,高楼层(共16层),False,True,简装,True,64.7
17,世纪城,96273,远大园五区 ,30,2001,塔楼,1250,2,2,西南,高层观景两居室 正对花园水系 采光好,高楼层(共16层),False,True,简装,True,129.84
42,西直门,101486,交大嘉园 ,120,2002,塔楼,615,1,2,北 东,西直门 交大嘉园 2002年商品房 管理好 高楼层视野好,高楼层(共19层),False,True,精装,False,60.6
116,安宁庄,71658,安宁佳园 ,120,2007,塔楼,558,1,2,西南,新小区满五名下一套电梯精装全明格局看房方便诚意出售,低楼层(共18层),False,True,简装,False,77.87
31,清河,63318,力度家园 ,120,2004,塔楼,639,2,2,南,力度 低总价 南向两居 满五年唯一 可看房,低楼层(共21层),True,False,简装,False,100.92
22,四季青,109871,玫瑰御园 ,120,2005,板楼,1220,1,2,北 南,玫瑰东南北一居室 一梯一户 精装可拎包入住,中楼层(共8层),False,True,精装,True,111.04
69,学院路,79258,逸成东苑 ,90,2003,塔楼,598,1,2,西南,学院路 西南正规两居室 格局方正 花园社区靠谱出售,17层,True,False,精装,False,75.45
100,西三旗,70895,富力桃园B区 ,90,2007,板楼,455,1,2,东南,海淀新小区，带电梯两居，明卫户型，仅有契税,低楼层(共11层),True,False,简装,False,64.18
16,牡丹园,89398,邮科社区 ,90,1970,板楼,430,1,2,南,双南向两居 中间层 满五年唯一 看房方便 价格可谈,中楼层(共5层),False,True,简装,False,48.1
29,知春路,92293,知春嘉园 ,90,1998,塔楼,655,1,2,西南,知春嘉园两居室，税费少，业主诚意出售,中楼层(共19层),False,True,简装,False,70.97
111,西直门,101805,长河湾 ,90,2005,板塔结合,790,1,2,东北,西直门  长河湾小区 户型方正 落地飘窗 看房随时,低楼层(共16层),False,True,精装,True,77.6
36,五棵松,66746,今日家园 ,90,1999,塔楼,730,2,2,西,西向两居采光好视野无遮挡配合满五年唯一税少诚心卖,低楼层(共24层),False,True,精装,False,109.37
47,苏州桥,114405,倒座庙 ,90,1990,板楼,525,1,1,南 北,苏州桥海淀黄庄苏州街优质一居室,中楼层(共6层),False,True,简装,True,45.89
101,白石桥,95772,大柳树7号院 ,90,1988,板楼,770,1,3,南 北,大柳树7号院精装修3居室南北通透，中间楼层，户型方正,中楼层(共6层),False,True,精装,False,80.4
76,皂君庙,81457,皂君东里 ,90,1983,板楼,492,1,2,南,皂君东里全明两居室 精装修 视野好,顶层(共6层),False,True,精装,False,60.4
40,知春路,92231,罗庄东里 ,90,1993,板楼,425,1,1,南 北,北航南门 罗庄东里 大客厅一居 满五年 随时签约,顶层(共6层),False,True,简装,True,46.08
10,二里庄,97153,志新北里 ,90,1994,板楼,580,1,2,南 北,志新北里 南北通透两居带独立会客厅 小区中间无噪音,高楼层(共6层),False,True,毛坯,False,59.7
21,牡丹园,89233,花园东路14号院 ,90,1986,板楼,445,1,2,东 北,牡丹园满五年唯一的小两居，总价低,低楼层(共6层),True,False,简装,True,49.87
104,紫竹桥,81307,北京气象局宿舍 ,90,1995,板楼,488,1,2,南,车道沟地铁300米 全南两居室 不临街 管理严格,顶层(共6层),False,True,简装,True,60.02
30,皂君庙,87737,皂君西里 ,90,1982,板楼,445,1,2,东北,总价低的两居室 满五唯一 随时签约好房,顶层(共6层),False,True,简装,False,50.72
25,西三旗,79240,育新花园 ,90,1995,塔楼,500,1,2,西南,育新花园 电梯正规两居 中间楼层 诚心出售,中楼层(共22层),True,False,简装,True,63.1
68,皂君庙,99800,双榆树南里二区 ,90,1992,塔楼,499,1,2,南,低总价 高楼层 全南向 带电梯 随时看房,中楼层(共24层),False,True,精装,False,50
7,小西天,99044,文慧园北路4号院 ,30,1999,板塔结合,518,1,1,南 北,西直门南北通透一居带电梯采光好满五年随时看房,低楼层(共14层),False,True,精装,False,52.3
40,甘家口,95143,北沙沟 ,30,1991,板楼,568,1,2,南 北,甘家口 增光路 卧室双南 电梯房 楼林新 生活方便,顶层(共18层),False,True,简装,True,59.7
6,皂君庙,95765,皂君东里 ,30,1982,板楼,520,1,2,南 北,皂君东里社科院八〇筑一南北央产两居,顶层(共6层),False,True,简装,False,54.3
13,玉泉路,58657,玉海园二里 ,360,1998,板塔结合,475,1,1,东南,玉海园二里电梯大一居，小区中间位置，不临路,低楼层(共11层),False,True,精装,True,80.98
4,田村,75118,田村半壁店90号院 ,360,1989,板楼,320,1,1,南,半壁店90号院 南向1居 不临街,高楼层(共6层),False,True,精装,False,42.6
144,军博,100299,茂林居 ,360,1998,塔楼,1009,1,4,东 南 西 北,茂林居 南北通透 三居改四居  精装修,中楼层(共18层),True,False,精装,True,100.6
330,田村,71841,兰德华庭 ,360,2005,板楼,910,1,3,南 北,海淀区田村地铁站 南北通透三居室户型方正 诚意出售,低楼层(共13层),False,True,简装,True,126.67
36,清河,85090,橡树湾三期 ,360,2011,板塔结合,1530,2,3,南 北,橡树湾精装，南北通透三居，三期2号楼不临街，诚售,高楼层(共25层),False,True,精装,False,179.81
61,五棵松,106050,永定路西里 ,360,1997,板塔结合,980,1,3,西南,西南三居室采光充足 满五年唯一,中楼层(共17层),False,True,其他,True,92.41
36,六里桥,65395,莲花小区 ,360,1999,板塔结合,778,1,2,东南,西三环莲花小区东南大两居室海淀产权,低楼层(共28层),False,True,简装,False,118.97
99,五棵松,89961,永定路西里 ,360,1997,板塔结合,905,1,3,西南,西四环五棵松  西南向  满五年唯一,底层(共17层),False,True,简装,True,100.6
267,五棵松,60749,今日家园 ,360,2000,板楼,850,1,3,南 北,满五年唯一 正规复式 普通住宅 业主诚心出售,中楼层(共9层),False,True,简装,False,139.92
102,西直门,86654,广通苑 ,360,1998,塔楼,870,1,3,东 西,西直门 98年央产房 带电梯 交通便利,中楼层(共12层),False,True,简装,True,100.4
135,学院路,91183,北京林业大学校内 ,360,1979,板楼,455,1,2,南,学院路 林大家属区 455万全南中间层两居 看房方便,中楼层(共5层),False,True,简装,False,49.9
134,四季青,78087,诚品建筑 ,360,2003,板楼,940,1,2,东 西,诚品建筑 高楼层两居室 东西通透 装修保养不错,顶层(共9层),False,True,精装,False,120.38
102,中关村,105384,中关村 ,360,1995,板楼,920,1,3,南 北,中关村 南北通透三居室双阳台  满五唯一,顶层(共6层),False,True,简装,False,87.3
55,万柳,110286,光大花园 ,360,2001,塔楼,1960,2,4,东南,高层东南向平层四居，安静不临街，满五年,中楼层(共17层),False,True,精装,False,177.72
77,二里庄,79487,健翔园 ,360,1999,塔楼,928,2,3,西 南,健翔园电梯高层西南向三居室  精装修接受周期,高楼层(共24层),False,True,精装,False,116.75
342,四季青,65174,美丽西园 ,360,2000,塔楼,710,1,3,西北,四季青正规三居装修好业主诚意出售,底层(共10层),False,True,精装,True,108.94
169,四季青,109378,绿波漫板 ,360,2004,板楼,1255,2,2,南 北,带露台 不临街 南北通透  精装修 有车位,顶层(共7层),False,True,精装,True,114.74
205,四季青,121792,京投银泰琨御府 ,270,2015,板楼,2050,2,3,南 北,空中花园琨御府 双卧朝南三居室 明厨明卫精装修,低楼层(共9层),True,False,精装,True,168.32
88,甘家口,105110,新苑街10号院 ,240,1977,板楼,720,1,3,东南 西,白石桥南 中间楼层 精装修 明厨明卫,中楼层(共5层),False,True,精装,True,68.5
75,四季青,78230,美丽西园 ,240,2002,板楼,820,2,2,东 南 西,美丽西园 电梯房 商品房 带储藏间 东西南三面采光,低楼层(共9层),False,True,精装,True,104.82
132,海淀北部新区,42072,三嘉信苑 ,210,2011,板塔结合,368,1,3,南 北,海淀区低总价满五唯一，南北通透三居室,高楼层(共6层),False,True,精装,False,87.47
66,清河,66229,强佑清河新城 ,240,2009,板塔结合,918,2,3,南 北,正对小区花园，满五年南北通透三居,中楼层(共27层),False,True,精装,False,138.61
58,世纪城,98078,鲁艺上河村 ,210,2002,板楼,1750,2,3,南 北,鲁艺上河村 中间楼层  南北通透 三居室,低楼层(共15层),False,True,精装,True,178.43
153,安宁庄,67012,安宁佳园 ,210,2007,板塔结合,725,1,3,南 北 西,2007年商品房  满五年唯一   三居双卫  全明户型,底层(共10层),False,True,简装,False,108.19
66,西三旗,67260,富力桃园A区 ,210,2008,板楼,613,2,2,南 北,富力桃园双卫两居，把边户型，客厅朝南带独卫,低楼层(共9层),False,True,精装,False,91.14
171,四季青,68911,曙光花园 ,240,2000,塔楼,950,1,3,南 北,曙光花园望山园 南北向大三居室  对小区花园安静,底层(共17层),False,True,简装,False,137.86
132,上地,65412,怡美家园 ,240,2002,板楼,570,1,2,东 西,怡美家园东西向两居室 诚意出售,高楼层(共12层),False,True,精装,True,87.14
165,紫竹桥,88112,人济山庄 ,240,2001,塔楼,1400,2,3,西南,紫竹桥，人济山庄， 满五年唯一，客厅两卧朝南无遮挡,低楼层(共26层),False,True,精装,False,158.89
55,清河,78583,莱圳家园 ,180,2009,板楼,900,2,3,南 北,莱圳家园 精装修 视野好 楼层好 落地大阳台,中楼层(共18层),True,False,精装,True,114.53
49,清河,61942,宝盛北里 ,180,2003,板楼,645,2,3,东 南 北,宝盛北里 三居室 双卧朝南 采光充足,顶层(共6层),False,True,精装,False,104.13
89,公主坟,105468,颐源居小区 ,150,2003,板楼,1850,2,4,南 北,颐源居三期板楼 方正南北通透四居室，地理位置好,中楼层(共14层),False,True,精装,False,175.41
174,学院路,73049,林大北路9号院 ,240,1989,板楼,599,1,3,南 北,精装修正规三居 可拎包入住 看房随时 签约随时,顶层(共6层),False,True,精装,False,82
51,新街口,80957,志强南园 ,240,1998,塔楼,630,1,3,西北,积水潭，志强南园3居室，电梯一层带储物间 带车位,底层(共16层),False,True,精装,True,77.82
57,紫竹桥,106058,人济山庄 ,150,2003,塔楼,1180,1,2,东,人济二期 东向 高层景观房 户型方正,高楼层(共26层),False,True,精装,False,111.26
67,安宁庄,76953,上林溪 ,150,2016,板楼,815,2,2,南 北,小区中间位置 中高楼层 全明格局 随时签约,高楼层(共11层),True,False,简装,False,105.91
43,五道口,78881,西郊宾馆 ,210,1996,板楼,530,1,2,东 西,五道口 无个税大客厅二居 双地铁交通便利,顶层(共6层),True,False,简装,True,67.19
43,牡丹园,81979,华盛家园 ,120,2001,塔楼,1180,1,3,西南,华盛家园大三居，西南向，2001年商品房,低楼层(共24层),False,True,精装,True,143.94
58,西三旗,55580,沁春家园 ,120,2004,塔楼,649,1,3,南,满五唯一，电梯南向三居室，户型方正，业主诚售。,低楼层(共21层),False,True,精装,False,116.77
77,北太平庄,90180,北影小区 ,120,1999,塔楼,865,1,3,西南 北,北太平庄 北影小区 2000年电梯房 满五年 正规三居,低楼层(共17层),False,True,精装,True,95.92
78,上地,86991,上地东里 ,120,1994,板楼,1215,2,4,南 北,精装修平层四居室，眼镜户型，南北通透,高楼层(共6层),True,False,精装,False,139.67
123,田村,71674,兰德华庭 ,120,2005,板楼,668,1,2,南 北,兰德华庭，南北通透两居室，满五唯一,低楼层(共13层),False,True,简装,True,93.2
30,苏州桥,104293,港沟小区 ,120,1978,板楼,656,1,3,南 北,三居室，前面无遮挡 ，诚心出售,顶层(共5层),False,True,简装,False,62.9
31,紫竹桥,77198,三虎桥南路 ,120,1997,板楼,1060,2,2,南 北,紫竹桥国开行家属楼 管理严格 满五年唯一 南北通透,底层(共6层),False,True,精装,True,137.31
31,颐和园,94877,颐和园宿舍 ,120,1981,板楼,500,1,2,南,颐和园边社区 南向两居室 低楼层 看房方便,底层(共4层),False,True,简装,False,52.7
